text,time,long,lat,target
A timeless classic!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
Are you in my head cause that’s the promo I’m gonna cut if some one ask me if I’m gonna miss this place. Lol,2019-08-20 10:00:00,34.1826,-118.4397,0
Ong https://twitter.com/yessicaa_13/status/1169759388329893889 …,2019-08-20 10:00:00,34.1826,-118.4397,0
bumpppppphttps://twitter.com/thejasontruong/status/1169744426828042240 …,2019-08-20 10:00:00,34.1826,-118.4397,0
RT to piss off @senatemajldr #MoscowMitch #MitchMcConnellpic.twitter.com/etxXM4aqPr,2019-08-20 10:00:00,34.1826,-118.4397,0
"Plug n Play reposted a pic of me wit the caption “Wake up, Make up, BAKE” tooo fckin cutee #happy",2019-08-20 10:00:00,34.1826,-118.4397,0
Thanks,2019-08-20 10:00:00,34.1826,-118.4397,0
@TomiLahren hi @andylassner wants to know why you blocked him please answer my question,2019-08-20 10:00:00,34.1826,-118.4397,0
"I know you have reservations, as you have mentioned in the past, but we have to choose the lesser of the two evils in order to save the Constitutional Republic. Many of the Republicans are ducks who swim up any river, so we must direct them to the right one.https://twitter.com/jtyler220/status/1169759502993960960 …",2019-08-20 10:00:00,34.1826,-118.4397,0
I think I may have had the first mechanic in history to undercharge me,2019-08-20 10:00:00,34.1826,-118.4397,0
Despicable!,2019-08-20 10:00:00,34.1826,-118.4397,0
As a Catholic I’m with the politics of Jesus and against the #antiChrist politics promoted not only by Trump but by those who spout rhetoric that supports devaluing the “least of thee”https://twitter.com/jimwallis/status/1169689813286629376 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Wow I’m turning 25 https://twitter.com/AlyciaTyre/status/1169680134917353472 …,2019-08-20 10:00:00,34.1826,-118.4397,0
This is not fun anymore.,2019-08-20 10:00:00,34.1826,-118.4397,0
Would you like the name of the Colorado season ticket holder my buddy got his ticket from? They’re printed right on them.,2019-08-20 10:00:00,34.1826,-118.4397,0
We laffin in the three musketeers,2019-08-20 10:00:00,34.1826,-118.4397,0
All my classes grade attendance so now i don’t feel like a square when i say no to peer pressure of ditching class :P,2019-08-20 10:00:00,34.1826,-118.4397,0
"Want the staying-power pigment of a #lipstick with the glide of a gloss? NEW Aveda Liquid Color Balm & Gloss, Why is Aveda Ambassador @allimaebabe smiling so big? Probably because they’re 100% VEGAN and the vibrant… https://www.instagram.com/p/B2DHYvcleSz/?igshid=1o6le6fy0l20o …",2019-08-20 10:00:00,34.1826,-118.4397,0
The coffee at work is what’s keeping me going.,2019-08-20 10:00:00,34.1826,-118.4397,0
"It’s a recursive loop, I feel seen too Thanks @susanrtynan https://twitter.com/susanrtynan/status/1169759208276971520 …",2019-08-20 10:00:00,34.1826,-118.4397,0
Doing some leg stretches and my knee hurts! Ughh,2019-08-20 10:00:00,34.1826,-118.4397,0
"시청자 여러분, #자지 사진 ( #자지사진) @showYoDiq 어카운트 로 보내세요! 감사합니다! #과학",2019-08-20 10:00:00,34.1826,-118.4397,0
@shantstaaah,2019-08-20 10:00:00,34.1826,-118.4397,0
I'm sure there's drugs for this somewherepic.twitter.com/ufIh5uzFFK,2019-08-20 10:00:00,34.1826,-118.4397,0
#JustAnotherSickOldBastard @jonvoight @realDonaldTrump #MaleficentsFatherWhatYaExpect #BoycottTheTurd #OhWaitNoOneHiresHim #BOYCOTTJonVoight #JonVoight #WhenYouSeeHimOnTheStreetLetEmKnowHowYouReallyFeel #Boycott #SmellsOfPedophilia #TrumpEpsteinhttps://twitter.com/MysterySolvent/status/1169721118166519810 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Dawg can I get an autograph https://twitter.com/freethedrip/status/1169403521659092992 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Luft6: Porsche 911: The most amazing Porsche (993) ever built is in full carbon fiber form by the one and only guntherwerks - @luftgekuhlt #luft6 #luftgekühlt #universalstudios #rs #911rs #gt3 #gt2 #911turbo… https://www.instagram.com/p/B2DHXIWn26y/?igshid=1c1m3kxocugtq …,2019-08-20 10:00:00,34.1826,-118.4397,0
"Thank you, Joker.",2019-08-20 10:00:00,34.1826,-118.4397,0
Lmfao me and my man afffhttps://twitter.com/bebeems18/status/1169241679276195841 …,2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/rNDHQ0Vrxq,2019-08-20 10:00:00,34.1826,-118.4397,0
nigga said youngboy breathtaking LOLhttps://twitter.com/hoeglizzy/status/1169731049447919618 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Good thing I got waterfront camping!,2019-08-20 10:00:00,34.1826,-118.4397,0
Sugar Nd butterhttps://twitter.com/501Ced/status/1169073667281739776 …,2019-08-20 10:00:00,34.1826,-118.4397,0
@sheerbendavid we gotta sue wtf is this shit we have nine mrs. gross and i will have a talkhttps://twitter.com/elriswrId/status/1169281025244942336 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Going back to school is such a great feeling!,2019-08-20 10:00:00,34.1826,-118.4397,0
I have a new #listing in #CanogaPark #CA http://tour.circlepix.com/home/CU3C3Z License License #01271018.pic.twitter.com/YdcmVxGWsx,2019-08-20 10:00:00,34.1826,-118.4397,0
Real friends estan el las pedas y pedos,2019-08-20 10:00:00,34.1826,-118.4397,0
素晴らしいです。応援してます。,2019-08-20 10:00:00,34.1826,-118.4397,0
"The company I work for is closing down after 40+ years, they're laying everyone off soon & I ain't waiting for that! My dude has been offering me a job for months & I'm finally gonna accept it!",2019-08-20 10:00:00,34.1826,-118.4397,0
I appreciate my good homies I met in my cohort! Them nigggas call and check up on me,2019-08-20 10:00:00,34.1826,-118.4397,0
Hello Los Angeles! Our October mobile vaccine calendar is here. Did you know that vaccinating your pet is one of the easiest ways to help them live a long healthy and happy life? Spread the word and make sure to… https://www.instagram.com/p/B2DHWHLh-Xb/?igshid=3c4x4987z35a …,2019-08-20 10:00:00,34.1826,-118.4397,0
I believe in love! And the power of giving and receiving. #live2givehttps://twitter.com/pulte/status/1169743825813876736 …,2019-08-20 10:00:00,34.1826,-118.4397,0
This some real shit https://twitter.com/j_bussey22/status/1169096564691886080 …,2019-08-20 10:00:00,34.1826,-118.4397,0
I love thissssssssspic.twitter.com/bqQxdPA4aN,2019-08-20 10:00:00,34.1826,-118.4397,0
Kind of like when Obama was running guns to Mexico that were being used to kill Americans.,2019-08-20 10:00:00,34.1826,-118.4397,0
Brady vs Brees super bowl 54 confirmedpic.twitter.com/76UMu2GU5E,2019-08-20 10:00:00,34.1826,-118.4397,0
#7BlueVotes,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/BTSonthecharts/status/1169757703637524481 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"SAVE THE DATE: Meeting Minds LA. Meeting Minds LA is back!! As always, we will light up the LA scene with progressive, controversial, and entertaining topic discussions that are socially inviting in an interactively… https://www.instagram.com/p/B2DHU3SgkdA/?igshid=1huyw1fb6kv5n …",2019-08-20 10:00:00,34.1826,-118.4397,0
"Whoever is playing bass house at ufc gym rn, can you not?",2019-08-20 10:00:00,34.1826,-118.4397,0
He belong to the STREEEETSSSSS!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
1=LIKE 1= PRAYER FOR RAIDERS FANS.,2019-08-20 10:00:00,34.1826,-118.4397,0
"Idk. Last time i had an ex, cell phones weren’t invented!",2019-08-20 10:00:00,34.1826,-118.4397,0
Because she’s notorious for playing roles she shouldn’t...,2019-08-20 10:00:00,34.1826,-118.4397,0
i love you @kaitt_taylorr,2019-08-20 10:00:00,34.1826,-118.4397,0
Fosho. I’ll be home in like 15/,2019-08-20 10:00:00,34.1826,-118.4397,0
Wow. apparently the new Grimes song came to life as an i_o deadmau5 remix that was never used.,2019-08-20 10:00:00,34.1826,-118.4397,0
FLAMINGOS !!! FLAMINGOS !!! FLAMINGOS #ThursdayMotivation #happyclownsighting #whirlietheclownpic.twitter.com/bVasT2u2CE,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/RelaxxDaww/status/1169482328286126081 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Many many congratulations! They are so lucky to have you!,2019-08-20 10:00:00,34.1826,-118.4397,0
first day at my new job at LACC,2019-08-20 10:00:00,34.1826,-118.4397,0
"I am excited to announce my latest single, #lastsunset has arrived !!! Please support and download the track from the link in bio! Let’s get back on the charts!!! Special thanks to @mrgeorgekhouri for his efforts… https://www.instagram.com/p/B2DHUKdBJ7f/?igshid=119ob5qvwa27z …",2019-08-20 10:00:00,34.1826,-118.4397,0
Lol not anymore he has thicker legs tho,2019-08-20 10:00:00,34.1826,-118.4397,0
Better! I see no downside!pic.twitter.com/TAlwReH4Up,2019-08-20 10:00:00,34.1826,-118.4397,0
I would literally sign on the dotted line without reading the contract if LeBron told me to. Homie never fails in the clutch! https://twitter.com/KingJames/status/1169631712009080832 …,2019-08-20 10:00:00,34.1826,-118.4397,0
But you are assuming they are carrying them... they may just have them in their homes or transporting them to a range in a gun case/box.,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/JonasBlue/status/1169758980496941056 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Women are so damn negative towards each other. Y’all talk bad about other women w the intentions of insulting men. That shit funny,2019-08-20 10:00:00,34.1826,-118.4397,0
Twitter is so funny all day,2019-08-20 10:00:00,34.1826,-118.4397,0
The bag is secured! Thank God!,2019-08-20 10:00:00,34.1826,-118.4397,0
I swear to god if someone locked me up in a room with @Martin5_232 and all he did was laugh.... I would lose my shit,2019-08-20 10:00:00,34.1826,-118.4397,0
Joel @drjkahn - CAC reversal by 75% on a meat based Keto diet- any comments or are you going to stick your head in the sand? He’s not the only one BTW-many others @FatEmperor is collecting them- this should make your cardiologist heart happy to see heart disease reversal!pic.twitter.com/0judYJnXR5,2019-08-20 10:00:00,34.1826,-118.4397,0
"1 more hour, si se puede",2019-08-20 10:00:00,34.1826,-118.4397,0
Y’all lucky I’m not that same Mizzle from 2012,2019-08-20 10:00:00,34.1826,-118.4397,0
Course the white guy going to step in and say this shit not cool. But this shits not cool.https://twitter.com/LayyyfromThaBay/status/1169434366092537856 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Only the good ones,2019-08-20 10:00:00,34.1826,-118.4397,0
Newgarden IS beautiful and Hinch is adorable. and .,2019-08-20 10:00:00,34.1826,-118.4397,0
our thrift queenhttps://twitter.com/indigodesss/status/1169395992178745346 …,2019-08-20 10:00:00,34.1826,-118.4397,0
I am unbelievably proud (although not surprised at all) of @blynnislivin and this gig! I’m going to check #lochness out October 6. Does anyone feel like heading to @AdelphiU with me to see @AwesomeAsherK’s first swim meet and then take a road trip to @AuburnNy to see her show?https://twitter.com/Boyd4Dancer/status/1161935623176855552 …,2019-08-20 10:00:00,34.1826,-118.4397,0
If the @Raiders have any ‘s they will cut him loose!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
Lol yo I haven’t seen you on my TL in monthshttps://twitter.com/Indialoveinc/status/1169759584384208896 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"Hope you ask Kobe the real story about Eagle, CO.",2019-08-20 10:00:00,34.1826,-118.4397,0
Never sending no dm out wit my music again ppl ain’t give af about what some kid in Reno dropping shoulda known better,2019-08-20 10:00:00,34.1826,-118.4397,0
She’s finally getting a break from all the shit she’s had to go through. So proud of her,2019-08-20 10:00:00,34.1826,-118.4397,0
Me da risa cuando los gringos se dicen gringos y cuando los gringos les dicen gringos a los mexicanos.,2019-08-20 10:00:00,34.1826,-118.4397,0
"IT’S FINALLY HAPPENING! An opportunity for you to train with me anywhere, anytime, and receive accountability to help you finally hit that fitness goal you have yearned for. If you are still struggling to meet the… https://www.instagram.com/p/B2DHRjDpYku/?igshid=1s34ksvfprkhw …",2019-08-20 10:00:00,34.1826,-118.4397,0
Stephen A.’s choosing Steph Curry over Magic Johnson sparks a heated deb... https://youtu.be/xu6Ld5Ogcnc via @YouTube @stephenasmith must be on drugs smh dude Steph curry is not the best shooter we seen maybe best 3 point shooter but @kobebryant and Jordan are,2019-08-20 10:00:00,34.1826,-118.4397,0
We are creatures that wear many facespic.twitter.com/XI5Ldkvpej,2019-08-20 10:00:00,34.1826,-118.4397,0
i have 9,2019-08-20 10:00:00,34.1826,-118.4397,0
https://youtu.be/VxYmKH_YTf8,2019-08-20 10:00:00,34.1826,-118.4397,0
Oh,2019-08-20 10:00:00,34.1826,-118.4397,0
That's AEW's issue to deal with. They need more depth on the roster. It's thin. Yes Cody makes sense as a contender. There has to be a better build to it is all I'm saying.,2019-08-20 10:00:00,34.1826,-118.4397,0
New music tonight at midnight pic.twitter.com/jIG5K4nwYK,2019-08-20 10:00:00,34.1826,-118.4397,0
I’m slacking,2019-08-20 10:00:00,34.1826,-118.4397,0
Im not responsible for anything that happens.,2019-08-20 10:00:00,34.1826,-118.4397,0
Absolutely LOVE this:https://twitter.com/voodoowriterx/status/1169747862147649536 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"Wait, whet?https://twitter.com/LaCienegaBlvdes/status/1169578668487827456 …",2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/hk7QqaNrF3,2019-08-20 10:00:00,34.1826,-118.4397,0
LMAOOOO this headline is a roller coaster of wild https://twitter.com/BSO/status/1169693510267809792 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Raider fans looking at their timelinespic.twitter.com/HJAvY6BztC,2019-08-20 10:00:00,34.1826,-118.4397,0
that part https://twitter.com/kekeslime/status/1169048570521161729 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Im bout to be Ghost https://twitter.com/NintendoAmerica/status/1169759616265154560 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Lmao please stop https://twitter.com/sadbitchsagas/status/1169034042542559232 …,2019-08-20 10:00:00,34.1826,-118.4397,0
So sorry for your loss. Lost my bff 12/12/12,2019-08-20 10:00:00,34.1826,-118.4397,0
Lmfao louder fo the people in da back https://twitter.com/_JoelCedillo_/status/1169667847703785472 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Yoda has a big meat don’t let him fool you,2019-08-20 10:00:00,34.1826,-118.4397,0
"Our idiot potus is more concerned about obsessing about his ‘correct’ assertion that failed, racist state Alabama was in Dorian path than he is about loss of life this terrible climate-change hurricane has caused.",2019-08-20 10:00:00,34.1826,-118.4397,0
jus got $300 haha aint God good,2019-08-20 10:00:00,34.1826,-118.4397,0
"I love Vic but just, no.",2019-08-20 10:00:00,34.1826,-118.4397,0
"This tweet is like the twisting of the knife!! You can tell us, we can keep secret.",2019-08-20 10:00:00,34.1826,-118.4397,0
"Maybe Jay had pure intentions going into this but at the end of the day he is a billionaire. He does not care about justice, only money. He ultimately bought into something he openly protested. It’s not the first time he’s done this and it won’t be the last. #jayzkaepernicknfl",2019-08-20 10:00:00,34.1826,-118.4397,0
Senior Luaupic.twitter.com/ImdYHgRKSp,2019-08-20 10:00:00,34.1826,-118.4397,0
Indeed! https://twitter.com/dallascowboys/status/1169751953913634818 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"Maybe I am misinterpreting you here, but if you left a faith because of the people in the faith, then you are not in the faith for the right reasons.",2019-08-20 10:00:00,34.1826,-118.4397,0
Those kids gonna need a fat kid to grow up with them,2019-08-20 10:00:00,34.1826,-118.4397,0
"A year ago, I invited my mom to the march of 100 janitorial workers requesting support from Gov. - She met Martha & they bonded over shared experiences, empowering each other. As they say: No more getting f^€*%} at home & at work! #NoMore #YaBasta #RespectUs #MyWhy #CALCASA2019pic.twitter.com/B9HsDRJlwO – at Hyatt Regency Orange County",2019-08-20 10:00:00,34.1826,-118.4397,0
"Son las feminazis que ahora que quita subvenciones Vox pues tienen que hacer horas , los días pares animalistas, días impares feminazis. Al final pediremos que vuelvan los del psoe para que algunas vuelvan a trabajar en los clubs de alterne.",2019-08-20 10:00:00,34.1826,-118.4397,0
I’m SEARCHING for a black queen! I ain’t have no luck yetpic.twitter.com/4Mia0xZoC0,2019-08-20 10:00:00,34.1826,-118.4397,0
#True @realDonaldTrump #Global @LAFD @fema Vhttps://twitter.com/SteveDavidMike2/status/967308168173797379?s=19 … – at Cabo Cantina,2019-08-20 10:00:00,34.1826,-118.4397,0
https://twitter.com/Chilis/status/1169760087554043904 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"Martha is such a role model! Every time I see/hear her, I’m left energized, learning tons, ready to do more, and proud to be collaborating with her & the entire @seiuusww team! #CALCASA2019pic.twitter.com/WIRKkfCpLr – at Hyatt Regency Orange County",2019-08-20 10:00:00,34.1826,-118.4397,0
they want to add a tax on mehttps://losangeles.cbslocal.com/2019/09/05/snack-tax-obesity/ …,2019-08-20 10:00:00,34.1826,-118.4397,0
my friend just said hashem will help me with my work so if i fail it's on him he can't talk to my teachers,2019-08-20 10:00:00,34.1826,-118.4397,0
Did I walk in to Victoria secret for one bra and come out with three...? Yes. Yes I did,2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/LKmMKQeXbi,2019-08-20 10:00:00,34.1826,-118.4397,0
No problem!,2019-08-20 10:00:00,34.1826,-118.4397,0
All These School Shootings Going on An JROTC Ain’t Nowhere to Be Found,2019-08-20 10:00:00,34.1826,-118.4397,0
I really don’t have patience for people with degrees that lack basic problem solving skills. Like how in the world?!,2019-08-20 10:00:00,34.1826,-118.4397,0
Henny and ciroc are hella ratchet!,2019-08-20 10:00:00,34.1826,-118.4397,0
L,2019-08-20 10:00:00,34.1826,-118.4397,0
"Seriously though, Arjav pranked us.",2019-08-20 10:00:00,34.1826,-118.4397,0
#Alpaca #Supreme #Hempaca #Gucci #Escada #CocoChanel #RayBan ofcourse #Emporio #Armanipic.twitter.com/EtHFNu1kxw – at Wes' Smoke & Red Bull Stop,2019-08-20 10:00:00,34.1826,-118.4397,0
Especially my man like I know u are driving I should not be receiving messages from you !,2019-08-20 10:00:00,34.1826,-118.4397,0
Thank you for this information!!!,2019-08-20 10:00:00,34.1826,-118.4397,0
Without me,2019-08-20 10:00:00,34.1826,-118.4397,0
"I'm at InterContinental Los Angeles Downtown - @interconhotel in Los Angeles, CAhttps://www.swarmapp.com/c/l5SdOkj2M3A",2019-08-20 10:00:00,34.1826,-118.4397,0
Be grateful.,2019-08-20 10:00:00,34.1826,-118.4397,0
Damn the only Virgo I love is walehttps://twitter.com/Wale/status/1169068771715289088 …,2019-08-20 10:00:00,34.1826,-118.4397,0
oh yeah. he's wild. 21 weeks now. im scared sometimes.,2019-08-20 10:00:00,34.1826,-118.4397,0
how do i call my job 8 minutes before my shift and say i died for the day but resurrected for my shift tomorrow lol,2019-08-20 10:00:00,34.1826,-118.4397,0
Not a bad team and had a idea Tyrell would be a good #2 but hopefully becomes a #1 now pic.twitter.com/csqHMHteCE,2019-08-20 10:00:00,34.1826,-118.4397,0
Bruh...https://twitter.com/ComplexSports/status/1169663482293358593 …,2019-08-20 10:00:00,34.1826,-118.4397,0
too many females in the world to be doing this weird shithttps://twitter.com/JimenaH02482652/status/1157050284268539904 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Im down. Let me get home real quick y ahí voy,2019-08-20 10:00:00,34.1826,-118.4397,0
Minecraft Tutorial is LIVE! A TINY T-FLIP FLOP and I added some improvements to sugarcane farm made by @ilmango1 #minecraft #tutorial #lagbust #youtube #redstone https://youtu.be/ejNYzQ11TMQ pic.twitter.com/pMwRLolbkG,2019-08-20 10:00:00,34.1826,-118.4397,0
It’s because I luv u,2019-08-20 10:00:00,34.1826,-118.4397,0
What's your favorite team?,2019-08-20 10:00:00,34.1826,-118.4397,0
This nigga said he cooking his pasta in veggie stock lmfaoooooo nigga use tap water salt Nd oil Nd stop tryna be too chef you look dumb,2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/9xiNtU8J11,2019-08-20 10:00:00,34.1826,-118.4397,0
"That’ll do it, too. I’ve done that in the past as well.",2019-08-20 10:00:00,34.1826,-118.4397,0
Duh?https://twitter.com/kstreet111/status/1169541853378744320 …,2019-08-20 10:00:00,34.1826,-118.4397,0
Dawg ion remember half the night,2019-08-20 10:00:00,34.1826,-118.4397,0
OMG I’m so glad this is only 3 blocks from the NOS center ! https://twitter.com/j_liwvnvg/status/1169723770086408192 …,2019-08-20 10:00:00,34.1826,-118.4397,0
biasalah film bullying memicu bullying,2019-08-20 10:00:00,34.1826,-118.4397,0
Football is back,2019-08-20 10:00:00,34.1826,-118.4397,0
i’m so hungry idk what to eat,2019-08-20 10:00:00,34.1826,-118.4397,0
Oh yea bro you finna lose,2019-08-20 10:00:00,34.1826,-118.4397,0
"He won't be too much and 2020, you won't be either",2019-08-20 10:00:00,34.1826,-118.4397,0
"Whoo chile, the climate change",2019-08-20 10:00:00,34.1826,-118.4397,0
Goals bruh,2019-08-20 10:00:00,34.1826,-118.4397,0
We double laffin,2019-08-20 10:00:00,34.1826,-118.4397,0
PIC foreverrrr! What should we dress up as this year pic.twitter.com/X6noyhbpcy,2019-08-20 10:00:00,34.1826,-118.4397,0
My best friend has been going through it rough & she just gave me one of the best news. I couldn’t be any happier for her,2019-08-20 10:00:00,34.1826,-118.4397,0
Any @LanaDelRey,2019-08-20 10:00:00,34.1826,-118.4397,0
I had forgot all about it thanks for reminding me,2019-08-20 10:00:00,34.1826,-118.4397,0
He’s a clipper now so this makes sense,2019-08-20 10:00:00,34.1826,-118.4397,0
I have heard the same thing from many Catholics.,2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/crL3IRet6H,2019-08-20 10:00:00,34.1826,-118.4397,0
Anything with Lynda Day George and I’m okay with it.,2019-08-20 10:00:00,34.1826,-118.4397,0
I haven’t but I was actually thinking of doing another article and I’m gunna pitch it as soon as I’m done thinking about it. It’s about Dwight Howard,2019-08-20 10:00:00,34.1826,-118.4397,0
I can still get you wet and I can still make you laugh,2019-08-20 10:00:00,34.1826,-118.4397,0
"Bro, I'm in frugal frigate and I haven't been here since I was a kid and as soon as I came in 'The Night We Met"" by Lord Huron came on and now I want to cry",2019-08-20 10:00:00,34.1826,-118.4397,0
LETS GOOOOO #GoPackGohttps://twitter.com/packers/status/1169719051758817280 …,2019-08-20 10:00:00,34.1826,-118.4397,0
"not me bihh, not me !https://twitter.com/jukvzi/status/1169404156433457152 …",2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/eWYI9411cV,2019-08-20 10:00:00,34.1826,-118.4397,0
Getting our M.A. in Reading students prepared to ace their comprehensive exams! You got this!! pic.twitter.com/0Vg0ZJyl0k – at King Hall - California State University Los Angeles,2019-08-20 10:00:00,34.1826,-118.4397,0
"It is what it is, lean on God",2019-08-20 10:00:00,34.1826,-118.4397,0
pic.twitter.com/gwc4Vf2Mi5,2019-08-20 10:00:00,34.1826,-118.4397,0
@drewbrees Bibles have no place in public schools AND try this thing called Google next time.,2019-08-20 10:00:00,34.1826,-118.4397,0
Our planet,2019-08-20 10:00:00,34.1826,-118.4397,0
bruh,2019-08-20 10:00:00,34.1826,-118.4397,0
I be askin my homegirls all types of Wild Shit,2019-08-20 10:00:00,34.1826,-118.4397,0
"I just made a new alcoholic beverage that I like: Strawberry Banana “Naked”-brand juice, with Whipped Cream “Smirnoff”-brand vodka. Delicious. #smirnoff #nakedjuice #beverage #alcohol @Los Angeles, California https://www.instagram.com/p/B2DHI5clMds/?igshid=1ecmc97v0pbrp …",2019-08-20 10:00:00,34.1826,-118.4397,0
Girllllll smh,2019-08-20 10:00:00,34.1826,-118.4397,0
Love all Trust a few Do wrong to none,2019-08-20 10:00:00,34.1826,-118.4397,0
I hate when people text and drive,2019-08-20 10:00:00,34.1826,-118.4397,0
#tRumpbemumpin,2019-08-20 10:00:00,34.1826,-118.4397,0
"Me and my dad are codependent. To the point of suffocation but this is probably me saying I won’t quit acting. #smudgethecat @Los Feliz, Los Angeles https://www.instagram.com/p/B2DHIPtBqBc834jxe8O4pSz9z5mZis2FMd7etM0/?igshid=qt2354k363k5 …",2019-08-20 10:00:00,34.1826,-118.4397,0
hehe,2019-08-20 10:00:00,34.1826,-118.4397,0
pues estoy esperando hija,2019-08-20 10:00:00,34.1826,-118.4397,0
That’s why’,2019-08-20 10:00:00,34.1826,-118.4397,0
"Thank you for your service, Joe, but how is he atop the polls, America? #Yang2020pic.twitter.com/OPykyQuzc4",2019-08-20 10:00:00,34.1826,-118.4397,0
I’m in need of hugs + kisses.,2019-08-20 10:00:00,34.1826,-118.4397,0
Dinner Drinks Dancing Hyde Sunset Guest List Tables J.R. 818-281-5583 #HydeThursdays @DJBADMUSIC @Mikey_Danger @TheJay305 @Hyde Sunset https://www.instagram.com/p/B2DHHw4p-TR/?igshid=jd77qg3bt7jf …,2019-08-20 10:00:00,34.1826,-118.4397,0
I manifested the job I've been wanting this whole summer I'm so happy rn,2019-08-20 10:00:00,34.1826,-118.4397,0
"there’s so many people i see at the gym that i’m like um hi can i pls workout with you, teach me your ways",2019-08-20 10:00:00,34.1826,-118.4397,0
they wild af too! I started following them on the gram after the event,2019-08-20 10:00:00,34.1826,-118.4397,0
the fuck do i need school for bruh,2019-08-20 10:00:00,34.1826,-118.4397,0
you’re just mad that I’m bigger than u,2019-08-20 10:00:00,34.1826,-118.4397,0
"A poll by a conservative student org. Come on guys, stop with the victimhood.",2019-08-20 10:00:00,34.1826,-118.4397,0
"Hey friends, it’s Thursday & it’s music and happy hour love fest here at Ugo Culver City 5-9pm. #nocturnalcafe17 #soulfab #ugo #ugoculvercity – at Ugo",2019-08-20 10:00:00,34.1826,-118.4397,0
Sure why not I’ve got nothing else going on todayhttps://twitter.com/BlowDro_24/status/1169759759316049921 …,2019-08-20 10:00:00,34.1826,-118.4397,0
I GOT TO SEE RYUJEHONG PLAY!!!!!!!!! i can now go home,2019-08-20 10:00:00,34.1826,-118.4397,0
Who hurt you!!!!!pic.twitter.com/eDs7sOpkRk,2019-08-20 10:00:00,34.1826,-118.4397,0
That’s we be ready to fuck y’all up . That hurt it different,2019-08-20 10:00:00,34.1826,-118.4397,0
what is thispic.twitter.com/G72d3MBsi4,2019-08-20 10:00:00,34.1826,-118.4397,0
"Today, being stuck in traffic, got the most sudden urges to take a the most massive sh*t ever. I prayed to good that I wouldn’t sh*t on myself and heard my prayers! Thank you Jebus, MuM & Cousin for this blessing!",2019-08-20 10:00:00,34.1826,-118.4397,0
Fuck! Soon every bar is gonna look like lowboy.,2019-08-20 10:00:00,34.1826,-118.4397,0
Had that exact thought yesterday.,2019-08-20 10:00:00,34.1826,-118.4397,0
"Not on the scheduled, won’t happen",2019-08-20 10:00:00,34.1826,-118.4397,0
@davedutton1972 Braiser comes in the gamepic.twitter.com/HJAvY6BztC,2019-08-20 10:00:00,34.1826,-118.4397,0
https://open.spotify.com/track/2Xl2dfsBQYaPP5I2viTVr9?si=BYToilsnRkG8nTY0TLNFLw …,2019-08-20 10:00:00,34.1826,-118.4397,0
"I’m still selling my VIP ticket though, someone give me like $180 & it’s yours. https://twitter.com/AntsDoesIt/status/1169758838506999808 …pic.twitter.com/d4Kcrg2Ujn",2019-08-20 10:00:00,34.1826,-118.4397,0
"Haven’t been to this Whole Foods in probably 2 years #storevisits (@Whole Foods Market - @wfmlosangeles in West Hollywood, CA)https://www.swarmapp.com/c/0hEffe9Qt2K",2019-08-20 10:00:00,34.1826,-118.4397,0
I don’t care what anyone says I hope the redskins pick up @AB84 if he is released,2019-08-20 10:00:00,34.1826,-118.4397,0
oh road rage,2019-08-20 10:00:00,34.1826,-118.4397,0
They all that they had a chance and are now BIG MAD or it might be the cocaine <hmm>pic.twitter.com/tip9HcmcnO,2019-08-20 10:00:00,34.1826,-118.4397,0
Surprised? He is not known for doing what he says he will.,2019-08-20 10:00:00,34.1826,-118.4397,0
"@SenKamalaHarris Vote no on AB 1482 The solution to our state’s housing crisis is more supply, not restrictive rent caps. Please vote NO on #AB1482.https://imgur.com/a/ihwAe4S",2019-08-20 10:00:00,34.1826,-118.4397,0
